id	entry_id	annotationtype_id	start	end	value	string
1722149	2525	3	36	41	pos	onom.
1722150	2525	3	42	103	translation	imita el canto del trompetero déénehe cuando está contento
1722151	2525	4	0	35	headorthographic	# d é . n é # d é . n é # d é . n é # j u . í # j u . í # j u . í #
1722152	2525	1	0	35	bold	déné-déné-déné-juí-juí-juí
1722153	2525	1	36	41	italic	onom.
1722154	2525	1	72	81	italic	déénehe
1722155	2525	2	47	47	newline	""
1722156	2525	2	48	48	tab	""
1722157	2525	2	86	86	hyphen	""
1722158	2525	2	86	86	newline	""
1722159	2525	2	86	86	tab	""
1722186	2816	3	0	9	head	dohjí̵ba
1722187	2816	3	10	12	pos	s.
1722188	2816	3	15	35	translation	pretina para cargar
1722189	2816	3	37	67	translation	aparina para cargar a un bebé
1722190	2816	3	76	84	translation	carguero
1722191	2816	3	88	120	translation	raya blanca que tiene el sajino
1722192	2816	3	126	139	translation	clan
1722193	2816	3	132	173	example-src	Naaníyó dohjí̵ba-múnáajpi muurá oó.
1722194	2816	3	173	207	example-tgt	Yo pertenezco al clan de mi tío.
1722195	2816	4	0	9	headorth	d o h j í̵ b a
1722196	2816	1	0	9	bold	dohjí̵ba
1722197	2816	1	10	12	italic	s.
1722198	2816	1	132	173	italic	Naaníyó dohjí̵ba-múnáajpi muurá oó.
1722199	2816	2	23	23	newline	""
1722200	2816	2	24	24	tab	""
1722201	2816	2	42	42	hyphen	""
1722202	2816	2	42	42	newline	""
1722203	2816	2	42	42	tab	""
1722204	2816	2	61	61	newline	""
1722205	2816	2	62	62	tab	""
1722206	2816	2	79	79	hyphen	""
1722207	2816	2	79	79	newline	""
1722208	2816	2	79	79	tab	""
1722209	2816	2	93	93	newline	""
1722210	2816	2	94	94	tab	""
1722211	2816	2	113	113	newline	""
1722212	2816	2	114	114	tab	""
1722213	2816	2	130	130	newline	""
1722214	2816	2	131	131	tab	""
1722215	2816	2	148	148	hyphen	""
1722216	2816	2	148	148	newline	""
1722217	2816	2	148	148	tab	""
1722218	2816	2	165	165	hyphen	""
1722219	2816	2	165	165	newline	""
1722220	2816	2	165	165	tab	""
1722221	2816	2	182	182	hyphen	""
1722222	2816	2	182	182	newline	""
1722223	2816	2	182	182	tab	""
1722224	2816	2	198	198	newline	""
1722225	2816	2	199	199	tab	""
1722226	3091	3	0	8	head	dyúúú
1722227	3091	3	10	15	pos	onom.
1722228	3091	3	15	22	translation	talán
1722229	3091	3	24	89	example-src	Uwáábójatu ó lleebó cajpááná ihjyúváne dyuu-dyuudyuu.
1722230	3091	3	89	167	example-tgt	 Escuché la campana de la escuela sonando talán. (sinón. dááá, dyééé)
1722231	3091	4	0	8	headorth	# dy úúú #
1722232	3091	1	0	9	bold	dyúúú.
1722233	3091	1	10	15	italic	onom.
1722234	3091	1	24	45	italic	Uwáábójatu ó llee
1722235	3091	1	45	83	italic	bó cajpááná ihjyúváne ‘dyuu-dyuu
1722236	3091	1	83	89	italic	dyuu’.
1722237	3091	1	149	157	bold	dááá,
1722238	3091	1	158	166	bold	dyééé
1722239	3091	2	45	45	hyphen	""
1722240	3091	2	45	45	newline	""
1722241	3091	2	45	45	tab	""
1722242	3091	2	83	83	hyphen	""
1722243	3091	2	83	83	newline	""
1722244	3091	2	83	83	tab	""
1722245	3091	2	118	118	hyphen	""
1722246	3091	2	118	118	newline	""
1722247	3091	2	118	118	tab	""
1722248	3091	2	157	157	newline	""
1722249	3091	2	158	158	tab	""
1722258	3153	3	0	5	head	dsaaa
1722259	3153	3	6	11	pos	onom.
1722260	3153	3	11	79	translation	chirrido que produce algo al freirse o cuando se echa agua al fuego
1722261	3153	3	81	134	example-src	Majchó meenúúbé wáárɨhcóné ihjyúvá dsaaa.
1722262	3153	3	134	171	example-tgt	 Lo que el cocinero fríe hace ruido.
1722263	3153	4	0	5	headorth	# ds aaa #
1722264	3153	1	0	5	bold	dsaaa
1722265	3153	1	6	11	italic	onom.
1722266	3153	1	81	115	italic	Majchó meenúúbé wáárɨhcóné
1722267	3153	1	116	134	italic	ihjyúvá ‘dsaaa’.
1722268	3153	2	37	37	newline	""
1722269	3153	2	38	38	tab	""
1722270	3153	2	73	73	newline	""
1722271	3153	2	74	74	pagebreak	""
1722272	3153	2	74	74	tab	""
1722273	3153	2	115	115	newline	""
1722274	3153	2	116	116	tab	""
1722275	3153	2	153	153	newline	""
1722276	3153	2	154	154	tab	""
1722285	3232	3	1	4	head	ee-
1722286	3232	3	5	7	head	e-
1722287	3232	3	9	13	pos	r.l.
1722288	3232	3	14	36	translation	ése (no muy distante)
1722289	3232	4	1	4	headorthographic	# ee #
1722290	3232	4	5	7	headorthographic	# e #
1722291	3232	1	0	8	bold	[ee-/e-]
1722292	3232	1	9	13	italic	r.l.
1722293	3232	1	133	137	italic	ése
1722294	3232	2	41	41	newline	""
1722295	3232	2	42	42	tab	""
1722296	3232	2	88	88	newline	""
1722297	3232	2	89	89	tab	""
1722298	3232	2	132	132	newline	""
1722299	3232	2	133	133	tab	""
1722300	3241	3	1	4	head	eh-
1722301	3241	3	6	10	pos	r.l.
1722302	3241	3	10	17	translation	aquél
1722303	3241	3	19	27	translation	aquélla
1722304	3241	3	29	36	translation	aquello
1722305	3241	4	1	4	headorthographic	# e h #
1722306	3241	1	0	5	bold	[eh-]
1722307	3241	1	6	10	italic	r.l.
1722308	3241	1	133	139	italic	aquél
1722309	3241	2	41	41	newline	""
1722310	3241	2	42	42	tab	""
1722311	3241	2	88	88	newline	""
1722312	3241	2	89	89	tab	""
1722313	3241	2	132	132	newline	""
1722314	3241	2	133	133	tab	""
1722315	3409	3	0	9	head	goróójɨ
1722316	3409	3	11	20	head	goróómu
1722317	3409	3	21	26	pos	s.an.
1722318	3409	3	26	31	translation	seta
1722319	3409	3	33	38	translation	hongo
1722320	3409	4	0	9	headorthographic	# g o . r óó . j ɨ #
1722321	3409	4	11	20	headorthographic	# g o . r óó . m u #
1722322	3409	1	0	20	bold	goróójɨ, goróómu
1722323	3409	1	21	26	italic	s.an.
1722324	3409	1	40	49	italic	Especies:
1722325	3409	1	96	106	italic	comestible
1722326	3409	1	120	122	italic	no
1722327	3409	1	123	133	italic	comestible
1722328	3409	2	39	39	newline	""
1722329	3409	2	40	40	tab	""
1722330	3409	2	79	79	newline	""
1722331	3409	2	80	80	tab	""
1722332	3409	2	122	122	newline	""
1722333	3409	2	123	123	tab	""
1722340	3850	3	0	35	head	íñejcúéhójtsɨtu míítyétsií
1722341	3850	3	37	69	translation	siete (hombres o animales machos)
1722342	3850	1	0	35	bold	íñejcúéhójtsɨtu míítyétsií
1722343	3850	2	0	0	tab	""
1722344	3850	2	0	0	tab	""
1722345	3850	2	41	41	newline	""
1722346	3850	2	42	42	tab	""
1722347	4234	3	0	9	head	í̵veekí
1722348	4234	3	11	17	head	í̵vej
1722349	4234	3	19	30	pos	adv.interr.
1722350	4234	3	30	39	translation	por qué
1722351	4234	3	41	72	example-src	¿Ɨ́veekí u péé cóómívuú?
1722352	4234	3	73	100	example-tgt	¿Por qué te vas al pueblo?
1722353	4234	4	0	9	headorthographic	# í̵ . v ee . k í #
1722354	4234	4	11	17	headorthographic	# í̵ . v e j #
1722355	4234	1	0	18	bold	í̵veekí/[í̵vej]
1722356	4234	1	19	30	italic	adv.interr.
1722357	4234	1	41	50	italic	¿Ɨ́veekí
1722358	4234	1	51	72	italic	u péé cóómívuú?
1722359	4234	1	112	118	italic	í̵vej
1722360	4234	2	50	50	newline	""
1722361	4234	2	51	51	tab	""
1722362	4234	2	92	92	newline	""
1722363	4234	2	93	93	tab	""
1722385	4289	3	0	4	head	juuu
1722386	4289	3	5	12	pos	interj.
1722387	4289	3	12	127	translation	expresa que se entiende lo que alguien cuenta. —a veces se usa en forma irónica para expresar incredulidad y duda
1722388	4289	4	0	4	headorth	# j uuu #
1722389	4289	1	0	4	bold	juuu
1722390	4289	1	5	12	italic	interj.
1722391	4289	2	39	39	newline	""
1722392	4289	2	40	40	tab	""
1722393	4289	2	78	78	newline	""
1722394	4289	2	79	79	tab	""
1722395	4289	2	122	122	newline	""
1722396	4289	2	123	123	tab	""
1722397	4283	3	0	4	head	jooo
1722398	4283	3	5	10	pos	onom.
1722399	4283	3	10	83	translation	sonido que produce algo arrastrado por el suelo o empujado por el viento
1722400	4283	4	0	4	headorth	# j ooo #
1722401	4283	1	0	4	bold	jooo
1722402	4283	1	5	10	italic	onom.
1722403	4283	2	34	34	newline	""
1722404	4283	2	35	35	tab	""
1722405	4283	2	69	69	newline	""
1722406	4283	2	70	70	tab	""
1722407	4851	3	0	4	head	meé
1722408	4851	3	6	8	head	me
1722409	4851	3	9	12	head	me-
1722410	4851	3	14	24	pos	pron.pers.
1722411	4851	3	24	33	translation	nosotros
1722412	4851	3	35	46	translation	nos (incl.)
1722413	4851	3	253	261	example-src	Mépeé.
1722414	4851	3	261	269	example-tgt	 Vamos. 
1722415	4851	3	269	288	example-src	Muha mépéjucóó.
1722416	4851	3	288	303	example-tgt	 Ya nos vamos. 
1722417	4851	3	303	312	example-src	¡Mépeé!
1722418	4851	3	312	320	example-tgt	 ¡Vayan!
1722419	4851	4	0	4	headorthographic	# m e . é #
1722420	4851	4	6	8	headorthographic	# m e #
1722421	4851	4	9	12	headorthographic	# m e #
1722422	4851	1	0	13	bold	meé/[me/me-]
1722423	4851	1	14	24	italic	pron.pers.
1722424	4851	1	61	64	italic	me-
1722425	4851	1	239	242	italic	me-
1722426	4851	1	253	261	italic	Mépeé.
1722427	4851	1	269	288	italic	Muha mépéjucóó.
1722428	4851	1	303	312	italic	¡Mépeé!
1722429	4851	2	38	38	newline	""
1722430	4851	2	39	39	pagebreak	""
1722431	4851	2	39	39	tab	""
1722432	4851	2	80	80	newline	""
1722433	4851	2	81	81	tab	""
1722434	4851	2	127	127	newline	""
1722435	4851	2	128	128	tab	""
1722436	4851	2	172	172	newline	""
1722437	4851	2	173	173	tab	""
1722438	4851	2	217	217	newline	""
1722439	4851	2	218	218	tab	""
1722440	4851	2	261	261	newline	""
1722441	4851	2	262	262	tab	""
1722442	4851	2	298	298	hyphen	""
1722443	4851	2	298	298	newline	""
1722444	4851	2	298	298	tab	""
1722445	5068	3	0	5	head	mí̵a
1722446	5068	3	6	11	pos	part.
1722447	5068	3	11	44	translation	expresa sorpresa ante una verdad
1722448	5068	3	46	68	example-src	Mí̵a uu ímítyuúbe.
1722449	5068	3	68	88	example-tgt	 De veras eres malo.
1722450	5068	4	0	5	headorthographic	# m í̵ . a #
1722451	5068	1	0	5	bold	mí̵a
1722452	5068	1	6	11	italic	part.
1722453	5068	1	46	47	italic	M
1722454	5068	1	50	68	italic	a uu ímítyuúbe.
1722455	5068	2	41	41	hyphen	""
1722456	5068	2	41	41	newline	""
1722457	5068	2	41	41	tab	""
1722458	5068	2	82	82	newline	""
1722459	5068	2	83	83	tab	""
1722460	5070	3	0	10	head	mɨáhmí̵a
1722461	5070	3	11	16	pos	onom.
1722462	5070	3	17	65	translation	expresa sorpresa ante un hecho difícil de creer
1722463	5070	3	67	105	example-src	‘Mɨáhmí̵á’ áánu añú iyáábeke.
1722464	5070	3	105	148	example-tgt	 ¡Este, por casualidad, baleó a un animal!
1722465	5070	4	0	10	headorthographic	# m ɨ . á h . m í̵ . a #
1722466	5070	1	0	10	bold	mɨáhmí̵a
1722467	5070	1	11	16	italic	onom.
1722468	5070	1	67	69	italic	‘M
1722469	5070	1	70	74	italic	áhm
1722470	5070	1	77	80	italic	á’
1722471	5070	1	81	105	italic	áánu añú iyáábeke.
1722472	5070	2	38	38	newline	""
1722473	5070	2	39	39	tab	""
1722474	5070	2	80	80	newline	""
1722475	5070	2	81	81	tab	""
1722476	5070	2	122	122	hyphen	""
1722477	5070	2	122	122	newline	""
1722478	5070	2	122	122	tab	""
1722479	5074	3	0	15	head	mí̵amúnáalle
1722480	5074	3	17	21	translation	mujer
1722481	5074	4	0	15	headorth	 m í̵ a m ú n á a l l e
1722482	5074	1	0	15	bold	mí̵amúnáalle
1722483	5074	2	0	0	tab	""
1722484	5074	2	0	0	tab	""
1722485	5076	3	1	16	head	mí̵amúnáaave
1722486	5076	3	18	21	pos	vi.
1722487	5076	3	24	61	translation	llegar a formar parte de una cultura
1722488	5076	3	65	85	translation	volverse civilizado
1722489	5076	3	87	106	translation	volverse respetable
1722490	5076	3	108	124	translation	volverse decente
1722491	5076	3	128	151	translation	convertirse en persona
1722492	5076	3	153	190	example-src	Iyáábeva múúne mí̵ámúnáaavé.
1722493	5076	3	190	240	example-tgt	 Dice que un animal puede convertirse en persona. 
1722494	5076	3	242	262	translation	llegar a comprender
1722495	5076	3	264	307	example-src	Tsúúca ó mí̵ámúnáaavé panévavúre.
1722496	5076	3	307	332	example-tgt	 Ya comprendo las cosas. 
1722497	5076	3	334	367	translation	(fig.) sanarse de una enfermedad
1722498	5076	4	1	16	headorthographic	# m í̵ . a . m ú . n á . aa . v e #
1722499	5076	1	0	17	bold	[mí̵amúnáaave]
1722500	5076	1	18	21	italic	vi.
1722501	5076	1	153	173	italic	Iyáábeva múúne m
1722502	5076	1	176	190	italic	ámúnáaavé.
1722503	5076	1	264	307	italic	Tsúúca ó mí̵ámúnáaavé panévavúre.
1722504	5076	2	0	0	tab	""
1722505	5076	2	0	0	tab	""
1722506	5076	2	37	37	hyphen	""
1722507	5076	2	37	37	newline	""
1722508	5076	2	37	37	tab	""
1722509	5076	2	74	74	newline	""
1722510	5076	2	75	75	tab	""
1722511	5076	2	111	111	hyphen	""
1722512	5076	2	111	111	newline	""
1722513	5076	2	111	111	tab	""
1722514	5076	2	147	147	hyphen	""
1722515	5076	2	147	147	newline	""
1722516	5076	2	147	147	tab	""
1722517	5076	2	190	190	newline	""
1722518	5076	2	191	191	tab	""
1722519	5076	2	227	227	newline	""
1722520	5076	2	228	228	tab	""
1722521	5076	2	263	263	newline	""
1722522	5076	2	264	264	tab	""
1722523	5076	2	307	307	newline	""
1722524	5076	2	308	308	tab	""
1722525	5076	2	344	344	hyphen	""
1722526	5076	2	344	344	newline	""
1722527	5076	2	344	344	tab	""
1722528	5169	3	0	6	head	muúbe
1722529	5169	3	8	14	head	muubá
1722530	5169	3	16	33	pos	pron.interr.m.sg.
1722531	5169	3	33	40	translation	quién
1722532	5169	3	42	51	translation	de quién
1722533	5169	3	95	113	example-src	Muubá tsááhií.
1722534	5169	3	113	129	example-tgt	 ¿Quién viene? 
1722535	5169	3	129	153	example-src	¿Muubáha?/¿Muubáhajaj?
1722536	5169	3	153	162	example-tgt	 ¿Quién?
1722537	5169	4	0	6	headorthographic	# m u . ú . b e #
1722538	5169	4	8	14	headorthographic	# m uu . b á #
1722539	5169	1	0	15	bold	muúbe/[muubá]
1722540	5169	1	16	33	italic	pron.interr.m.sg.
1722541	5169	1	64	70	italic	muubá
1722542	5169	1	95	113	italic	Muubá tsááhií.
1722543	5169	1	129	153	italic	¿Muubáha?/¿Muubáhajaj?
1722544	5169	2	33	33	newline	""
1722545	5169	2	34	34	tab	""
1722546	5169	2	75	75	newline	""
1722547	5169	2	76	76	tab	""
1722548	5169	2	121	121	newline	""
1722549	5169	2	122	122	tab	""
1722550	5169	2	153	153	newline	""
1722551	5169	2	154	154	tab	""
1722552	5170	3	0	7	head	muúbej
1722553	5170	3	8	12	pos	voc.
1722554	5170	3	13	20	translation	hermano
1722555	5170	3	129	134	crossreference	nahbe
1722556	5170	4	0	7	headorthographic	# m u . ú . b e j #
1722557	5170	1	0	7	bold	muúbej
1722558	5170	1	8	12	italic	voc.
1722559	5170	1	33	40	italic	muúbej
1722560	5170	1	129	134	bold	nahbe
1722561	5170	2	40	40	newline	""
1722562	5170	2	41	41	tab	""
1722563	5170	2	85	85	newline	""
1722564	5170	2	86	86	tab	""
1722565	5170	2	128	128	newline	""
1722566	5170	2	129	129	tab	""
1722567	5175	3	0	5	head	múha
1722568	5175	3	7	10	head	mu-
1722569	5175	3	12	24	pos	pron.interr.
1722570	5175	3	24	31	translation	quién
1722571	5175	3	33	38	translation	quien
1722572	5175	3	40	56	example-src	¿Múha wajtsí̵?
1722573	5175	3	56	78	example-tgt	 ¿Quìén ha llegado? 
1722574	5175	3	78	120	example-src	Tsá o wáájácutú múha wákímyeíñe.
1722575	5175	3	121	152	example-tgt	No sé quién está trabajando.
1722576	5175	4	0	5	headorthographic	# m ú . h a #
1722577	5175	4	7	10	headorthographic	# m u #
1722578	5175	1	0	11	bold	múha/[mu-]
1722579	5175	1	12	24	italic	pron.interr.
1722580	5175	1	40	56	italic	¿Múha wajtsí̵?
1722581	5175	1	78	120	italic	Tsá o wáájácutú múha wákímyeíñe.
1722582	5175	1	161	164	italic	mu-
1722583	5175	2	39	39	newline	""
1722584	5175	2	40	40	tab	""
1722585	5175	2	77	77	newline	""
1722586	5175	2	78	78	tab	""
1722587	5175	2	120	120	newline	""
1722588	5175	2	121	121	tab	""
1722589	5175	2	160	160	newline	""
1722590	5175	2	161	161	tab	""
1722591	5175	2	207	207	hyphen	""
1722592	5175	2	207	207	newline	""
1722593	5175	2	207	207	tab	""
1722594	5202	3	0	5	head	muhpɨ
1722595	5202	3	6	16	pos	pron.pers.
1722596	5202	3	17	29	translation	nosotras dos
1722597	5202	3	84	111	example-src	Muhpɨ méújcuté baajúri.
1722598	5202	3	112	144	example-tgt	Nosotras dos vamos a traer yuca.
1722599	5202	3	149	154	crossreference	 meé
1722600	5202	4	0	5	headorthographic	# m u h . p ɨ #
1722601	5202	1	0	5	bold	muhpɨ
1722602	5202	1	6	16	italic	pron.pers.
1722603	5202	1	79	83	italic	me-.
1722604	5202	1	84	111	italic	Muhpɨ méújcuté baajúri.
1722605	5202	1	150	154	bold	meé
1722606	5202	2	38	38	newline	""
1722607	5202	2	39	39	tab	""
1722608	5202	2	83	83	newline	""
1722609	5202	2	84	84	tab	""
1722610	5202	2	120	120	newline	""
1722611	5202	2	121	121	tab	""
1722612	5182	3	0	6	head	muúha
1722613	5182	3	8	12	head	muha
1722614	5182	3	14	24	pos	pron.pers.
1722615	5182	3	25	41	translation	nosotros (excl.)
1722616	5182	3	114	132	example-src	Muha mémajchóhi.
1722617	5182	3	133	150	example-tgt	Estamos comiendo.
1722618	5182	3	156	160	crossreference	meé
1722619	5182	4	0	6	headorthographic	# m u . ú . h a #
1722620	5182	4	8	12	headorthographic	# m u . h a #
1722621	5182	1	0	13	bold	muúha/[muha]
1722622	5182	1	14	24	italic	pron.pers.
1722623	5182	1	53	57	italic	muha
1722624	5182	1	109	125	italic	me-. Muha mémaj
1722625	5182	1	125	132	italic	chóhi.
1722626	5182	1	156	160	bold	meé
1722627	5182	2	33	33	newline	""
1722628	5182	2	34	34	tab	""
1722629	5182	2	80	80	newline	""
1722630	5182	2	81	81	tab	""
1722631	5182	2	125	125	hyphen	""
1722632	5182	2	125	125	newline	""
1722633	5182	2	125	125	tab	""
1722634	5205	3	0	6	head	muhtsi
1722635	5205	3	7	17	pos	pron.pers.
1722636	5205	3	17	30	translation	 nosotros dos
1722637	5205	3	85	103	example-src	Muhtsi méɨɨcúhi.
1722638	5205	3	104	133	example-tgt	Nosotros dos estamos jugando.
1722639	5205	3	139	143	crossreference	meé
1722640	5205	4	0	6	headorthographic	# m u h . ts i #
1722641	5205	1	0	6	bold	muhtsi
1722642	5205	1	7	17	italic	pron.pers.
1722643	5205	1	80	84	italic	me-.
1722644	5205	1	85	103	italic	Muhtsi méɨɨcúhi.
1722645	5205	1	139	143	bold	meé
1722646	5205	2	37	37	hyphen	""
1722647	5205	2	37	37	newline	""
1722648	5205	2	37	37	tab	""
1722649	5205	2	84	84	newline	""
1722650	5205	2	85	85	tab	""
1722651	5205	2	121	121	hyphen	""
1722652	5205	2	121	121	newline	""
1722653	5205	2	121	121	tab	""
1722654	5223	3	0	7	head	muúlle
1722655	5223	3	9	16	head	muullá
1722656	5223	3	18	30	pos	pron.interr.
1722657	5223	3	30	61	translation	quién (mujer o animal hembra)
1722658	5223	3	63	72	example-src	¿Muúlle?
1722659	5223	3	72	82	example-tgt	 ¿Quién? 
1722660	5223	3	82	105	example-src	¿Múúlleké ú tsivá?
1722661	5223	3	106	128	example-tgt	¿A quién has traído?
1722662	5223	3	172	192	example-src	¿Muullá tsááhií?
1722663	5223	3	192	215	example-tgt	 ¿Quién (mujer) viene?
1722664	5223	4	0	7	headorthographic	# m u . ú . ll e #
1722665	5223	4	9	16	headorthographic	# m uu . ll á #
1722666	5223	1	0	17	bold	muúlle/[muullá]
1722667	5223	1	18	30	italic	pron.interr.
1722668	5223	1	63	72	italic	¿Muúlle?
1722669	5223	1	82	105	italic	¿Múúlleké ú tsivá?
1722670	5223	1	140	147	italic	muullá
1722671	5223	1	172	192	italic	¿Muullá tsááhií?
1722672	5223	2	37	37	newline	""
1722673	5223	2	38	38	tab	""
1722674	5223	2	72	72	newline	""
1722675	5223	2	73	73	tab	""
1722676	5223	2	115	115	newline	""
1722677	5223	2	116	116	tab	""
1722678	5223	2	160	160	newline	""
1722679	5223	2	161	161	tab	""
1722680	5223	2	204	204	hyphen	""
1722681	5223	2	204	204	newline	""
1722682	5223	2	204	204	tab	""
1722683	5248	3	0	7	head	múúne
1722684	5248	3	8	13	pos	part.
1722685	5248	3	14	39	translation	indica cómo se hace algo
1722686	5248	3	88	130	example-src	Íllu múúne núhbakye méímíbajchóhi.
1722687	5248	3	130	156	example-tgt	 Así se arregla un reloj.
1722688	5248	4	0	7	headorthographic	# m úú . n e #
1722689	5248	1	0	7	bold	múúne
1722690	5248	1	8	13	italic	part.
1722691	5248	1	52	55	italic	me-
1722692	5248	1	88	130	italic	Íllu múúne núhbakye méímíbajchóhi.
1722693	5248	2	40	40	newline	""
1722694	5248	2	41	41	tab	""
1722695	5248	2	87	87	newline	""
1722696	5248	2	88	88	tab	""
1722697	5248	2	130	130	newline	""
1722698	5248	2	131	131	tab	""
1722714	5249	1	132	138	italic	muuré
1722699	5249	3	0	6	head	muurá
1722700	5249	3	0	9	head	muuráh
1722701	5249	3	11	17	head	muuré
1722702	5249	3	19	23	pos	adv.
1722703	5249	3	23	76	translation	pues (indica afirmación o credibilidad de una cosa)
1722704	5249	3	78	107	example-src	Muurá tsá dibye pééityú.
1722705	5249	3	108	123	example-tgt	El no va, pues.
1722706	5249	3	166	198	example-src	Muurévá tsá dibye pééityú.
1722707	5249	3	198	225	example-tgt	 Dicen que él no va, pues.
